primary,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,usersrated,AveRating,stddev,usersweighted,AveWeight,Board Game Rank,Strategy Game Rank,Family Game Rank
Fanhunter Batallitas,1997,2,4,0,0,0,12,35,6.22286,2.05288,4,2.25,16348,,
Ghost Division: The 7th Panzer Division's Drive to the Sea,2014,1,1,0,0,0,0,35,6.9,0.962141,1,2,13428,,
Exceed: Shovel Knight – Shadow Box,2020,2,2,25,15,25,12,35,8.15714,1.28581,1,3,10114,,
Ludus Gladiatorius 2,2007,2,5,20,20,20,10,35,6.77143,1.57817,4,1.75,13433,,
Dino Duel,2019,2,10,30,10,30,7,36,6.34722,1.99937,2,1,16437,,
Champs de Bataille IV: Asie,2003,2,2,45,45,45,12,35,6.57143,1.22558,11,2.3636,14537,,
"Counter-Attack: The Battle of Arras, 1940",2019,1,2,480,120,480,12,35,7.24857,1.43654,8,2.5,12390,,
GiriGiri Curry,2017,2,5,20,5,20,8,35,6.05714,1.2898,1,1,16386,,
6 nimmt! Schnupperspiel,1994,2,4,30,30,30,10,35,7.09143,1.46763,0,0,13315,,
Lucky Little Luxembourg,2020,1,1,1,1,1,10,35,8.67143,2.16776,6,1.6667,10413,,
Welcome to Sysifus Corp,2021,2,4,75,30,75,14,35,8.57429,1.20341,4,2,14569,,
Norway 1940: The Kriegsmarine Strikes,1981,2,2,180,180,180,12,35,6.38571,1.80113,6,2.3333,15278,,
Paiko,2012,2,2,35,35,35,8,35,7.67314,1.84461,3,2.3333,13454,,
Einer geht noch!,2020,2,5,20,20,20,8,35,6.89,1.46745,3,2,13463,,
From Overlord to Berlin,2010,2,2,360,360,360,0,35,6.97143,1.00671,14,2.2143,13423,,
Gonnect,2000,2,2,0,0,0,10,35,6.94857,1.88927,8,3.5,13416,,
Warlords,2016,2,4,45,15,45,7,35,7.25714,1.65344,2,2,12668,,
Lost Battles: Operational Combat in Russia,1971,2,2,120,120,120,12,35,6.11714,2.17604,5,3,16309,,
MonsterSlap,2018,2,4,20,15,20,5,35,5.14286,1.36576,1,1,19006,,
War For the Motherland,1994,1,2,360,360,360,12,35,7.04714,1.44454,6,3.8333,13366,,
Isegrim,2011,2,5,15,15,15,8,35,4.81143,1.89221,6,1.5,19722,,
Desafino,1988,4,0,60,60,60,14,35,6.28914,1.57506,4,1.25,15217,,
Wildside,2003,2,4,10,10,10,8,35,4.8,1.28841,1,1,19715,,
Say What You Meme,2013,3,10,60,60,60,13,35,4.15771,1.80836,3,1.3333,20454,,
Travel Buff,1987,2,6,30,30,30,12,35,5.19714,1.45435,2,1.5,18949,,
Aether Captains: Pirates and Traders,2011,1,1,30,30,30,10,35,7.10143,1.38762,3,1.6667,13375,,
Colony,2001,2,6,360,360,360,0,35,5.01429,1.80272,3,3,18942,,
Three Musketeers,1969,2,2,10,10,10,0,35,5.97825,1.33156,2,2,16263,,
Fleet Admiral,2012,1,4,30,30,30,12,35,5.22857,1.55335,3,1.6667,18937,,
Hexagonal Chess,1936,2,2,40,40,40,10,35,6.98571,1.93644,6,4,16201,,
"Bye, Felicia!",2020,3,8,20,20,20,12,35,6.50571,2.10264,2,1,14272,,
Bossin' Space,2020,1,5,90,40,90,8,35,7.52857,1.62544,4,2,12995,,
Jackson & Sheridan: The Valley Campaigns,2016,1,2,120,30,120,13,35,7.36286,1.5132,6,2.6667,12348,,
Я твоя понимай,2012,3,6,40,40,40,10,35,6.3,0.942641,2,1.5,15280,,
Star Trek: Voyager Fluxx,2020,2,6,40,10,40,8,35,7.47429,1.26024,0,0,12395,,
Scene It? Nick,2006,2,12,30,30,30,8,35,5.39771,1.59927,1,1,18715,,
Die Schatzinsel,2002,2,4,30,30,30,10,35,6.04571,1.31396,5,2.2,16088,,
Zombie-opoly,2012,2,6,60,60,60,8,35,4.51429,1.93275,0,0,19666,,
La Maldición del Templo Cristal,0,2,4,30,30,30,0,35,5.37429,1.6631,4,1,18774,,
Happy Bunny,2018,1,4,15,15,15,3,35,6.05,1.43532,1,1,16562,,
32 Dice,2011,2,2,30,30,30,8,35,5.97743,1.27519,5,2.2,16567,,
Kard és Korona,2014,2,6,120,120,120,10,35,6.56514,2.42564,4,2,17037,,
"World War IV: One World, One King",2009,3,5,240,240,240,0,35,6.71429,1.50848,4,2.75,16590,,
Kniffel Kids,2009,2,6,15,15,15,5,35,5.91486,1.08584,1,1,16598,,
Global War 1939,2011,2,8,480,480,480,12,35,9.01582,1.48744,4,3.75,14225,,
Expedition Sumatra: Dadu Dadu,2011,2,4,20,20,20,8,35,6.59157,1.25872,1,2,14417,,
Railroads,2014,3,5,120,120,120,14,35,8.382,1.30937,1,3,12649,,
Darkness Sabotage,2015,1,4,60,45,60,12,35,4.2,4.04122,0,0,20892,,
Dubious Alliance Fantasy Card Trading Game,2013,3,7,60,60,60,12,35,6.312,2.65827,6,2,18735,,
Steam Up: A Feast of Dim Sum,2023,2,5,60,45,60,14,35,7.57143,1.27695,0,0,12218,,
Olé Guacamolé,2021,2,8,0,15,0,10,36,6.60611,1.4773,1,1,14214,,
Chicken Wings,2016,1,4,20,20,20,6,35,5.24857,1.30041,0,0,18731,,
Bombs Away,1995,1,2,60,30,60,12,35,5.3,1.5637,8,2,18778,,
Snowhere,2021,1,99,20,20,20,8,35,4.96571,1.94642,1,1,19047,,
Little Battle,2019,3,5,20,15,20,5,35,6.57524,1.27206,1,1,14575,,
Coral Sea Solitaire,2010,1,1,240,240,240,12,35,5.37,2.0996,10,3.3,18792,,
Little Round Top,1982,2,2,120,120,120,12,35,6.65429,1.47713,9,2.5556,15284,,
Hand aufs Herz,2012,2,10,30,30,30,10,35,6.09714,1.67545,4,1,16450,,
Fishing for Words,2017,2,4,0,0,0,8,35,5.94857,0.911003,2,1.5,16462,,
Chain Reaction 3.0,2009,1,4,120,120,120,12,35,7.6,1.27504,4,3,11414,,
Blood Race,1999,2,4,90,30,90,12,35,6.04571,1.69054,3,1.3333,16469,,
Tunnelz,2007,2,2,10,10,10,6,35,5.33143,1.87552,3,1.3333,18857,,
"Wilk, Koza i Kapusta",2012,2,4,20,20,20,6,35,6.08571,1.52824,3,1,16481,,
Deluxe Weed!,0,2,4,20,20,20,18,35,5.26857,1.81687,1,1,18832,,
Waterloo: Quelle Affaire!,2015,2,2,120,30,120,12,35,7.35714,1.32865,4,2,12665,,
Odyssey: The Gods Clash,1980,2,2,240,120,240,15,35,5.29057,1.68374,6,1.5,18808,,
TrakkX,2014,2,4,40,40,40,8,35,6.25143,1.16162,0,0,15308,,
Saipan 1944: A Panzer Grenadier Game,2012,2,2,120,120,120,12,35,7.45714,1.79432,6,2.8333,12265,,
MeM,1968,1,2,20,20,20,10,35,7.33143,1.58128,7,3.8571,12263,,
Anime Saga,2017,2,5,120,75,120,14,35,6.86343,1.62241,2,2,14921,,
Pemberton & Grant: Vicksburg Campaign of 1863,2017,2,3,0,0,0,0,35,7.41714,1.38161,7,2.2857,12255,,
Pimps and Hos,2002,3,6,30,30,30,18,35,3.34286,1.98484,2,1,20984,,
Rumplestiltskin!,2014,7,20,0,0,0,0,35,5.18286,1.81965,1,1,19017,,
Rising Kings,2010,2,5,20,20,20,12,35,4.56286,1.85474,0,0,20295,,
Youtopia: The world of imagination,2015,3,8,0,20,0,6,35,6.06571,1.74224,2,1,18128,,
First to Find,2016,2,6,30,15,30,8,35,4.29143,2.03517,3,1,20573,,
Combate de San Lorenzo,2014,1,6,180,90,180,10,35,6.41429,2.07876,7,2.4286,15719,,
Blitzwar,2006,2,3,600,600,600,12,35,7.38571,1.74063,4,2.5,14524,,
Taverne de la Licorne,2004,3,5,45,45,45,10,35,5.46,1.44028,0,0,18137,,
Vagabondo,1979,2,6,30,30,30,8,35,5.76,1.88637,5,1.6,17604,,
Kleos,2021,1,5,120,60,120,14,36,8.79167,1.79651,2,2.5,14359,,
Floppy Ears,2017,2,4,10,10,10,5,35,5.536,1.19162,1,2,17652,,
Black Stories: Medizin Edition,2014,2,15,45,45,45,14,35,5.73686,1.55579,2,1,17429,,
Die geheimnisvolle Drachenhöhle,2015,2,4,20,15,20,5,35,6.18857,1.16662,2,1,15549,,
Spline,2011,2,2,10,10,10,6,35,5.79143,1.65932,3,1,17658,,
7th Guest: The Board Game,2018,2,6,90,20,90,12,35,3.12857,2.34625,0,0,21185,,
Miau!,2013,2,4,10,10,10,5,35,5.46857,1.14287,2,1,18117,,
Battle for China,1999,2,3,360,360,360,12,35,7.1,1.22358,8,2.875,13091,,
The Grand Campaign,2013,2,2,360,360,360,14,35,8.3,1.30253,6,4,11186,,
The Marcher Lords: The Norman Conquest of Wales,2003,1,2,180,180,180,12,35,6.27591,1.5683,8,2.375,15542,,
Pie Rats of the Carob Bean Farm,2016,2,6,45,30,45,10,35,6.21143,2.27669,0,0,18155,,
Star Wars: Duels Card Game,2015,2,2,0,0,0,7,35,4.96,1.9109,4,1.25,19356,,
Formula C Minus,2000,2,6,0,0,0,10,35,5.18571,2.00031,2,1,19197,,
Ranglin' Rabbits,2016,2,4,15,15,15,6,35,5.65714,1.66802,0,0,17568,,
Cortex Challenge 2: Kids,2017,2,6,15,15,15,6,35,6.31429,1.44462,1,1,15726,,
"Win, Don't Lose",2011,3,8,10,1,10,10,35,7.86897,2.18263,8,1.25,15527,,
This Is Not a Test: Post-Apocalyptic Skirmish Rules,2013,2,2,90,60,90,0,35,8.7,1.1097,4,2.5,10672,,
Med Sirocco,2017,2,6,0,0,0,0,35,6.56571,1.42967,1,2,14772,,
Menu Mash-Up,2013,3,7,30,30,30,12,35,7.06714,1.77172,0,0,14088,,
Flower Fairy,2014,1,3,10,5,10,2,35,6.44713,1.52189,2,1,15053,,
Astroforce: The Dice Game,2021,1,2,90,45,90,12,35,7.34571,1.52059,3,1.3333,12745,,
Malarky Card Game,2000,2,6,30,30,30,10,35,5.02857,1.88582,3,1,19391,,
Puls,1999,3,6,20,20,20,10,35,5.3,1.54087,5,1,18236,,
Division: Throne Room,2020,1,2,90,30,90,13,35,6.10857,1.60114,6,1,15751,,
Yahtzee Flash,2011,1,4,10,10,10,8,35,3.99143,1.77625,1,2,20775,,
Strat-O-Matic College Football,1976,2,2,0,0,0,11,35,6.58571,1.94747,4,2.5,15502,,
Primo,2013,2,6,20,20,20,7,35,4.53143,1.63231,3,1.6667,20161,,
Krusade,2005,2,4,45,45,45,6,35,4.65857,1.67266,1,3,20070,,
Monopoly: Canada (Electronic Banking),2009,2,6,90,90,90,8,35,5.08571,1.7667,1,1,19201,,
Rolf,2017,2,8,30,15,30,8,35,5.58571,2.50281,2,1.5,17877,,
Sudden Death!,1978,2,4,30,30,30,0,35,5.51286,1.08965,5,1.8,17991,,
Zoo Yatzy,2011,2,99,10,10,10,4,35,4.57429,1.3449,1,1,20106,,
Celebrity Head,1994,2,4,30,30,30,8,35,5.06857,1.25009,2,2,19238,,
Schlafmütze,2015,2,8,25,25,25,6,35,4.58,1.78258,1,1,20094,,
The Guinness Game of Records,1988,2,6,60,60,60,10,35,4.47143,1.75232,5,1.2,20111,,
Domo Caption This! Game,2008,3,8,0,0,0,0,35,5.64286,1.39167,2,2,17926,,
Badass Zombie Killers,2013,2,6,15,15,15,0,35,6.25714,1.69609,3,1,15619,,
Survivor: The Game,2003,5,16,30,30,30,8,35,4.60857,1.99891,4,1.5,20118,,
Blizzard of '77 Travel Game,1977,2,6,0,0,0,8,35,5.53143,2.0534,3,2,17911,,
Invazions,2014,2,4,45,45,45,14,35,6.67143,1.45868,1,3,14750,,
Space Worm,2020,2,6,20,10,20,10,35,6.60714,1.31095,4,1.5,14004,,1981
Octrix,1970,2,4,60,60,60,0,35,5.66571,1.43107,6,1.6667,17893,,
Animale Tattica,2017,2,4,30,10,30,10,35,6.40571,1.07276,0,0,14734,,
J'te Gage Que... 2,2009,4,50,120,120,120,12,35,5.57086,1.5018,5,1,17881,,
Goatfish,2017,2,5,20,10,20,8,35,6.54,1.45606,3,1,14861,,
Bastogne: A Desperate Defense,2010,2,2,60,60,60,12,35,6.18571,1.46407,5,1.8,15568,,
That Snow Moon,2017,2,4,15,10,15,0,35,5.52343,1.46749,0,0,17843,,
"1,000 Places to See Before You Die",2006,2,6,0,0,0,8,35,2.80743,1.57416,6,1.1667,21277,,
Seven!,2011,3,5,20,20,20,7,35,6.30714,2.24239,3,2.3333,17837,,
Seven Seas to Victory,1992,2,2,120,120,120,12,35,7.02143,1.32338,6,2.8333,13126,,
Sabbat Magica,2016,2,4,60,60,60,13,35,7.28857,1.71043,2,4,14727,,
Strolling Bowling,1979,2,8,30,30,30,7,35,4.9,1.82757,5,1,19232,,
Campaigns of Napoleon,1980,1,4,360,360,360,0,35,5.7,1.42528,5,4.2,17805,,
Careta,2017,2,8,30,10,30,10,35,7.31,1.77449,4,2,13969,,
Cluedo: Die drei ???,2013,2,6,30,30,30,8,35,5.78571,1.64875,3,1.3333,17801,,
Angola: Cold War Struggle in Africa,2014,1,2,360,0,360,0,35,7.25714,1.14873,3,3.3333,12583,,
Unlock!: Timeless Adventures – Die Noside-Show,2020,1,6,60,45,60,0,35,7.876,0.947439,0,0,10394,,
Kortslutning,0,2,16,0,0,0,8,35,4.9061,1.41302,2,1,19284,,
Battlegame Book 1: The Wild West,1975,2,4,30,30,30,7,35,6.35429,1.04699,7,2,15575,,
HIT !,2021,2,5,20,20,20,8,35,7.26286,1.10998,6,1.1667,12737,,1936
Spider & Fly,1977,2,4,20,20,20,5,35,5.06571,1.36485,7,1,19179,,
Rainbow,2010,2,6,20,20,20,8,35,5.65143,1.19603,2,2,17535,,
Mit Mist und Tücke,2014,2,4,20,20,20,5,35,5.68571,1.37885,1,1,17415,,
The Toast of the Town,2009,2,2,30,30,30,0,35,5.75714,1.10435,9,1.3333,17163,,
Dubious,2022,3,6,30,30,30,18,35,7.12429,1.68117,1,2,12954,,
Rocroi 1643,1996,2,2,180,180,180,12,35,6.8,1.1225,5,2.8,14385,,
Mario Party-e,2003,2,4,30,30,30,7,35,5.67143,1.98186,2,1,18392,,
Seii Taishogun,2008,2,4,45,45,45,8,35,7.06857,1.24207,4,2.25,13766,,
Aladdin's Flying Carpet,2014,2,2,15,15,15,4,35,5.07714,1.56809,2,1,19159,,
Sherpa,2007,2,5,30,30,30,10,35,4.45714,1.7003,4,1.75,20251,,
Bite and Write: The Treaty of Rodentia,2020,1,5,45,15,45,8,36,8.43611,1.16718,6,2.6667,12573,,
Flames of War: Firestorm Campaign – Operation Bagration,2008,2,2,90,90,90,12,35,6.55714,1.20577,9,2.6667,15010,,
Proteus,1983,2,2,30,30,30,0,35,6.9,1.94496,6,3.6667,13750,,
Salvo!,2007,1,1,60,60,60,12,35,6.31429,1.3943,6,1.3333,15846,,
Turning Point,2009,2,2,90,90,90,12,35,6.21571,1.50726,8,1.75,15445,,
Exhibition: 20th Century,2021,1,5,50,20,50,9,35,7.41714,0.739686,2,1.5,11558,,
Mad About Movies!,1997,2,4,45,45,45,12,35,4.64286,1.6282,1,2,20028,,
My First BrainBox,2008,1,8,10,10,10,3,35,6.14286,1.57013,3,1,15891,,
Twilight's Last Gleaming,1997,2,2,120,60,120,0,35,5.78,1.21298,3,2.3333,17091,,
Tech Support,2005,2,6,10,10,10,10,35,3.31714,1.66639,2,1,21070,,
Arlecchino,2010,2,4,15,15,15,6,35,5.38457,1.47211,2,2,18479,,
Age of Heroes,2003,2,6,45,45,45,6,35,5.83617,1.4065,6,2.3333,17137,,
[_BLÄNK],2012,4,15,30,30,30,18,35,6.41714,2.61408,1,1,15437,,
Tumbling Tower: Rainbow!,0,1,8,5,5,5,5,35,5.11429,1.33141,7,1,19144,,
Arbra Kadabra,2018,2,4,20,10,20,7,35,6.3,1.61334,4,1.5,15889,,
The Lash of the Turk,2011,2,2,360,360,360,14,35,6.71429,1.49898,8,3,15011,,
Eden: Survive the Apocalypse,2009,0,2,60,60,60,10,35,7.83714,1.68491,5,3,13045,,
Cosmos,2020,1,4,90,60,90,10,35,8.44248,1.20268,10,3.2,10690,,
"Pequenas Igrejas, Grandes Negócios",2014,2,14,30,30,30,16,35,5.47886,2.18658,2,2,18373,,
Battle Gnomes,2016,2,6,60,30,60,10,35,8.62857,2.2594,1,2,17100,,
Pentantastar,1983,2,4,120,120,120,12,35,5.72629,1.67935,6,2.1667,17278,,
Guess Who? Shuffle,2014,2,2,20,10,20,4,35,5.11429,1.36845,2,1,19143,,
Jet World,1975,2,4,60,60,60,8,35,5.37714,1.82022,3,1,18548,,
Señor Pepper,2018,2,5,15,15,15,7,35,5.41429,1.43669,1,1,18273,,
Grande y Peludo,2017,4,8,30,30,30,8,35,5.58286,2.13052,0,0,18537,,
L'Art de la Guerre,2008,2,4,120,120,120,14,35,7.66571,1.25788,3,3.3333,11148,,
Chu Shogi,1300,2,2,120,120,120,8,35,8.22857,1.57363,8,4.25,11548,,
"""La Garde recule!""",2011,2,2,60,60,60,0,35,5.39286,1.46542,11,1.5455,18337,,
Top oder Flop,2006,2,5,30,30,30,10,35,5.69714,1.16827,2,2,17366,,
Aliens vs. Zombies,2013,2,2,45,45,45,10,35,5.71143,1.41861,6,1.5,17365,,
Zona Alfa: Salvage and Survival in the Exclusion Zone,2020,2,2,120,30,120,8,35,8.12286,1.46932,1,3,11990,2226,
Les Nettoyeurs,2009,2,2,90,90,90,7,35,7.34286,1.81962,17,1.6471,13802,,
Psychologizer,0,2,8,0,0,0,0,35,6.26143,2.0821,3,1.3333,17335,,
Magic ABC Duel,2011,2,2,10,10,10,6,35,6.12444,1.00044,1,1,15808,,
Munchkin Critical Role,2021,3,6,60,60,60,10,36,7.44389,1.82838,1,2,12930,,
Monster 12,2021,2,5,12,12,12,7,35,6.73771,1.18472,1,1,13783,,
"The Great Invasion: The Gettysburg Campaign June 24 – July 3, 1863",1985,2,2,180,180,180,12,35,6.47714,1.84934,7,3,15480,,
Playoff One-On-One Hockey Challenge,1995,2,2,45,45,45,0,34,5.91176,1.85691,4,2.5,17066,,
Them's Fightin' Words!,2013,2,6,5,5,5,8,34,6.83088,1.39157,0,0,13726,,
Monopoly: Batman & Robin,1997,2,8,90,90,90,8,34,4.42059,2.47205,1,2,20500,,
Crète 1941: Opération Merkur,1998,1,2,90,90,90,12,34,6.77941,1.32394,7,2.5714,14339,,
Les Guerres de Bourgogne 1474-1477,2014,2,2,120,120,120,12,34,7.11765,1.13149,8,2.125,14016,,
Bible TriBond,2000,2,12,90,90,90,12,34,4.09559,1.87477,3,1,20557,,
Secrets of the Third Reich,2008,2,0,120,120,120,0,34,8.44412,1.58303,3,3.3333,14036,,
Zoo Panic,2009,2,4,20,20,20,4,34,4.01471,1.88838,1,1,20653,,
24 Countdown Game,2006,2,4,20,20,20,12,34,2.82235,1.58386,5,1,21227,,
Warlords of Erehwon Rulebook,2019,2,2,0,0,0,0,34,7.84559,1.31173,3,3,13102,,
Pit Crew,2016,2,4,40,20,40,7,34,7.16176,1.70743,4,1.75,14182,,
Pet Evil,2020,2,6,30,30,30,8,34,8.20588,1.45581,1,2,13125,,
Monopol: Sverige,2008,2,6,0,0,0,0,34,4.26471,1.97869,1,1,20505,,
Austerlitz 1805: Le choc des cavaleries,1995,2,2,240,180,240,12,34,7.14265,1.33759,6,2.8333,13114,,
Exploding Kittens: Recipes for Disaster,2021,2,5,0,0,0,7,35,7.62543,2.01219,0,0,13804,,
Zwerg Riese,2011,2,4,20,20,20,6,34,6.63765,0.994665,6,1.6667,14011,,
Zimbabweee Trick,2019,3,4,20,20,20,8,34,6.86765,1.04226,0,0,13244,,
Win Place Show,1978,3,8,60,60,60,8,34,6.48529,1.35302,3,2,14539,,
Quintillions,1980,1,4,30,30,30,0,34,6.96471,1.67734,3,2.6667,12910,,
Victory at Sea,1992,2,2,90,90,90,12,34,7.10588,1.36639,9,2.3333,14006,,
Παλέρμο: Το Μεγάλο Ξεκαθάρισμα,2013,7,20,30,30,30,10,34,6.78824,1.67468,1,1,14153,,
Robot Wars: The Game,2002,2,6,45,45,45,8,34,3.92647,1.52996,7,2,20702,,
Borkowo 1806,2008,2,2,0,0,0,0,34,6.73529,1.30742,9,2.2222,14129,,
Dragon vs Bear: China vs Russia in the 21st Century,2014,1,3,0,0,0,0,34,6.81765,1.26874,5,3.2,13832,,
Katapult,2012,2,4,30,30,30,8,34,6.65912,1.24169,2,1,14092,,
The Battle for Jerusalem 1967,1977,1,2,180,180,180,12,34,6.88235,1.42488,7,2.2857,13860,,
Over the Top: Command Decision Series Game,1990,0,0,0,0,0,12,34,7.08824,1.32549,2,3,13566,,
Tricks & Deserts,2014,2,4,30,30,30,13,34,6.52059,1.20264,1,2,14418,,
ZU Tiles: Hime Starter Set 1,2020,2,4,50,25,50,10,35,7.92571,1.83199,2,1.5,14177,,
Gone Fishing,2019,2,4,30,30,30,7,34,6.88971,1.05926,1,1,13588,,
Blow Football,1910,2,6,0,0,0,5,34,3.81618,1.59884,10,1,20711,,
Loading,2021,2,7,5,5,5,7,34,7.05882,1.77716,1,1,13517,,
Arnhem '44: The Operation Market Garden Boardgame,2010,2,3,180,180,180,14,34,7.10882,1.26127,8,2.875,13265,2227,
"25 Words or Less: People, Places and Things Edition",2006,4,99,30,30,30,8,34,6.84647,1.40474,2,2,13781,,
Medieval Battle,2014,2,2,60,60,60,14,34,6.78235,1.3851,4,3.5,14121,,
Peloton,1991,1,12,30,30,30,10,34,7,1.41421,5,2.4,13607,,
Petits meurtres & faits divers: au tribunal,2013,4,7,45,45,45,14,34,6.95765,1.15698,1,1,13157,,
Quartile,2005,2,4,30,30,30,0,34,6.92647,1.45103,10,2,14331,,
Witch Slapped!,2017,3,6,30,15,30,9,34,6.67353,1.34805,1,1,14257,,
Cauldron: Battle for Gazala,2010,1,2,60,60,60,12,34,6.64265,1.19288,3,2.6667,14350,,
Decision: Iraq,2013,1,2,240,240,240,14,34,6.60294,1.24723,3,2.3333,14195,,
Pompiers!,2019,3,5,50,30,50,10,34,6.70588,1.05103,1,2,13761,,
U.S.S. Freedom,2022,1,6,60,45,60,14,34,8.79706,1.52922,2,3,13751,,
Stramash,2011,2,6,90,30,90,8,34,6.83824,2.14723,2,1.5,14058,,
"Operation Elope, 1918-1919",2001,2,2,240,120,240,12,34,3.41765,2.2529,8,2.625,21082,,
Tile Rummy,1983,2,4,30,30,30,8,34,6.86176,1.66398,4,2.75,14095,,
Jinja,2021,2,5,60,45,60,14,34,7.65441,1.65611,1,2,14041,,
Amerika,2015,2,3,120,120,120,12,34,7.42206,2.06772,6,2.3333,14336,,
DETHRONED: The Real-Time Combat Card Game,2016,3,8,60,15,60,14,34,7.81471,2.07947,3,1.3333,12955,,
Cafe Chaos,2021,3,8,60,30,60,9,34,7.02588,1.8284,4,2,13970,,
Yozu,2019,3,6,30,30,30,8,34,6.65588,1.69379,4,1.5,14406,,
The Battle for Ramadi,2018,1,1,120,60,120,12,34,7.02353,0.726012,5,2.4,13444,,
Dice Realms,2022,2,4,60,45,60,14,34,8.49706,1.8521,1,3,10225,,
Celtic Challenge,2010,1,2,20,20,20,8,34,4.08382,1.47063,4,1,20508,,
Wild Shots,2017,2,4,30,30,30,8,34,6.12059,1.54668,1,1,16199,,
Vici,2014,2,2,30,30,30,0,34,6.16647,1.39997,3,2,15976,,
Dropzone Commander 2 Player Starter Set,2013,2,2,0,120,0,12,34,7.87353,1.16223,0,0,11258,,
Leviathan,2018,2,2,30,15,30,7,34,6.29676,1.24066,3,1.6667,15609,,
Flipping Flags,2015,2,5,10,5,10,7,34,4.92647,1.46092,2,1,19455,,
Danger Noodle!,2020,2,8,20,10,20,12,35,5.41314,1.82567,3,1.3333,19269,,
Huang Dih: O Grande Imperador,2006,3,5,60,60,60,0,34,6.48235,1.71232,6,1.5,15018,,
Diary of a Wimpy Kid: Zoo-Wee Mama Card Game,2010,2,6,20,20,20,7,34,5.19118,1.57655,2,1,19172,,
Joe Connaissant,2011,2,20,30,15,30,10,34,5.50882,1.56888,0,0,17948,,
Taschkent,2012,2,4,60,60,60,8,34,6.41176,1.45254,1,2,14807,,
13 Chefs,2017,2,2,10,10,10,8,34,5.63824,1.6868,3,1,17597,,
"Knock, Knock! Dungeon!",2020,1,6,6,6,6,7,34,6.54412,1.47213,3,1.3333,15617,,
APBA Golf Game,2010,1,4,0,0,0,0,34,7.74265,1.54882,5,2.8,11425,,
Pollen,2015,2,2,15,15,15,8,34,5.90588,1.57964,4,2,16790,,
Magic: The Gathering – Duel Decks: Sorin vs. Tibalt,2013,2,2,0,0,0,13,34,7.36765,1.85626,0,0,12484,,
Day of the Dead,2012,2,2,30,30,30,13,34,6.40882,1.27265,4,2,14819,,
Spearpoint 1943: Eastern Front,2015,2,4,30,30,30,13,34,7.29412,1.21339,6,1.8333,12757,,
Margo,2006,2,3,20,20,20,9,34,7.58676,1.57103,6,4.1667,11415,,
Forgotten Axis: Murmansk 1941,1999,2,2,0,0,0,12,34,4.82059,1.73981,4,3,19917,,
Dürrenstein & Schöngraben 1805,2005,2,2,60,60,60,10,34,7.57353,1.06503,7,2.2857,11774,,
9 Card Siege,2017,1,1,30,20,30,10,34,6.60618,1.30166,3,1.6667,15001,,
Battleground Fantasy Warfare: Umenzi Tribesmen,2007,2,2,60,60,60,12,34,7.40588,1.43833,3,2,11957,,
The Cats of Ulthar Card Game,2019,2,2,25,15,25,13,34,5.54431,2.13873,1,2,17214,,
Toot and Otto,2004,2,2,15,15,15,4,34,5.18529,1.29822,5,1,18882,,
Zombie Sheep,2015,2,4,30,15,30,8,34,7.1063,2.3134,1,2,15973,,
Keep the Heroes Out!,2022,1,4,50,40,50,10,34,8.14706,1.66508,1,2,11408,,
Squillo: Marchettari Sprovveduti,2014,2,6,30,30,30,18,35,5.66,2.12592,2,1.5,17973,,
Hoagie,2015,2,5,20,15,20,5,34,5.76471,1.98981,2,1.5,18789,,
Cthulhu Mash,2003,1,4,60,60,60,12,34,5.39676,1.99158,3,3,18900,,
Mad Dash!,1991,2,2,10,10,10,8,34,5.51471,1.41153,1,1,17982,,
Lowdown,2016,2,6,60,30,60,7,36,6.05833,1.29944,2,1.5,16642,,
The Smurf Game,1981,2,4,20,20,20,6,34,4.67647,1.59909,3,1.3333,20053,,
Power Play,1981,2,4,60,60,60,8,34,5.70588,1.48085,3,1.6667,17512,,
Haithabu,1975,2,4,30,30,30,10,34,6.00033,1.26607,4,2.25,16596,,
11:59,2019,2,2,5,3,5,13,34,6.37765,0.990612,3,1.3333,15573,,
Fette Fünfzehn,2003,2,4,30,30,30,8,34,5.90588,1.51015,4,1.25,16622,,
Catalogue,2014,2,8,5,5,5,5,34,6.175,1.72415,4,1,16053,,
Dinosaur Chess,1993,2,2,60,60,60,8,34,7.15294,1.28389,3,2.6667,12651,2220,
Go Slow!,2020,2,4,20,15,20,4,34,7.45441,1.34144,1,1,12231,,
Meschugge,1988,2,4,20,20,20,8,34,4.6,1.62897,3,2.6667,20032,,
Partán,2016,2,4,0,30,0,8,34,8.32353,1.46971,20,4.45,12458,,
Middle East Battles: Suez '56,2004,2,2,180,180,180,12,34,6.13588,1.45154,4,2.75,16639,,
Battle Spirits: Trading Card Game,2009,2,4,45,45,45,10,34,7.30588,2.29115,4,1.5,16045,,
"Supercharge: Battle of El Alamein, October 1942",1976,1,2,120,120,120,12,34,5.55294,1.39584,7,2,18047,,
Austin Poker,2004,3,6,0,0,0,12,34,5.66765,1.63252,4,2.5,17567,,
Bard Saga,2017,2,5,45,20,45,10,34,4.61176,1.5588,1,2,20008,,
Ascension at Firepeak,2001,2,5,45,45,45,10,34,5.91176,1.74251,2,1.5,16654,,
"Khe Sanh, 1968",2002,2,2,360,360,360,12,34,6.03676,1.69573,7,2.8571,16682,,
Hear 'N Seek,2004,2,6,20,20,20,5,34,5.87265,1.12785,1,1,16695,,
